(0.13048827648162842, -0.2669539749622345, 0.026626465421886403)
(0.06322348117828369, -0.22384586930274963, 0.02817844063606237)
(0.014670193195343018, -0.17586883902549744, 0.029788604090245835)
(-0.024223506450653076, -0.1330871284008026, 0.02966889230411804)
(-0.04866936802864075, -0.10023745894432068, 0.024587470221427876)
(-0.058767616748809814, -0.09482303261756897, 0.022942105193371698)
(-0.06495076417922974, -0.10251346230506897, 0.023582164386183713)
(-0.05635488033294678, -0.1314898431301117, 0.022328500545438362)
(-0.047688454389572144, -0.16246098279953003, 0.023093480622677964)
(-0.042651236057281494, -0.19000697135925293, 0.028690510584268025)
(-0.041695743799209595, -0.21682503819465637, 0.034768032009387606)
(-0.04567784070968628, -0.23563343286514282, 0.04082422010331352)
(-0.05373305082321167, -0.2544410228729248, 0.049953160652929485)
(-0.058461546897888184, -0.2769705504179001, 0.05329791151427857)
(-0.07142126560211182, -0.2838714271783829, 0.05730642493882057)
(-0.08339506387710571, -0.29535330832004547, 0.061611287789508584)
(-0.09467598795890808, -0.3015126436948776, 0.06778145206432679)
(-0.10613298416137695, -0.29644714295864105, 0.07241730656190748)
(-0.10888892412185669, -0.3048820495605469, 0.07715875850039766)
(-0.12353116273880005, -0.29072800278663635, 0.07991621514892971)
(-0.17014220356941223, -0.2778792381286621, 0.07443011178412517)
(-0.16878566145896912, -0.2724197804927826, 0.07873911393226968)
(-0.2001350224018097, -0.2495422065258026, 0.07320089669603219)
(-0.21775230765342712, -0.22148722410202026, 0.07600944203868482)
(-0.23483824729919434, -0.193232923746109, 0.07581596217891565)
(-0.25386759638786316, -0.16054776310920715, 0.07987868187823557)
(-0.27319231629371643, -0.13172006607055664, 0.0806425667343603)
(-0.2886551469564438, -0.06581118702888489, 0.08127741345740663)
(-0.2972324341535568, -0.03968954086303711, 0.07161512218406269)
(-0.30010396242141724, -0.004803180694580078, 0.06953749656672625)
(-0.2976299971342087, 0.022848010063171387, 0.06773162801055266)
(-0.2914806753396988, 0.07734125852584839, 0.062043677357758925)
(-0.28868715465068817, 0.08647823333740234, 0.04317222612865532)
(-0.2601688504219055, 0.1442738175392151, 0.039132959268610684)
(-0.2605387270450592, 0.15513086318969727, 0.029793570849649093)
(-0.21800917387008667, 0.20148217678070068, 0.04213150832899509)
(-0.1880647838115692, 0.21846795082092285, 0.03307412695951864)
(-0.1495899260044098, 0.23814761638641357, 0.040307897530751646)
(-0.11213532090187073, 0.22183233499526978, 0.03654832504627434)
(-0.07007277011871338, 0.19521725177764893, 0.027451484117392816)
(-0.023248404264450073, 0.15723657608032227, 0.020880255377002888)
(-0.02265283465385437, 0.17160677909851074, 0.018605892891195353)
(0.010213494300842285, 0.10718280076980591, -0.0009184862757046774)
(0.006234109401702881, 0.11297845840454102, -0.001222375521972574)
(0.023611843585968018, 0.06508833169937134, -0.012238104716191994)
(0.045860230922698975, 0.019241511821746826, -0.005439312246957567)
(0.05775266885757446, -0.006358802318572998, 0.0032718171515183914)
(0.05695915222167969, -0.015052616596221924, 0.004566595589911404)
(0.062441349029541016, -0.0267716646194458, 0.010852547491455533)
(0.06763887405395508, -0.03982779383659363, 0.014040326578751317)
(0.06998378038406372, -0.04915007948875427, 0.010965996757594604)
(0.07294636964797974, -0.050351887941360474, 0.008608045602218894)
(0.07316291332244873, -0.056071460247039795, 0.010477953616096408)
(0.0761570930480957, -0.060485512018203735, 0.010815339102082627)
(0.07951128482818604, -0.06361716985702515, 0.009710957618279309)
(0.0794641375541687, -0.06370991468429565, 0.009770727263064466)
(0.08061999082565308, -0.06344455480575562, 0.009987254509198268)
(0.08231216669082642, -0.06382504105567932, 0.01010212805412461)
(0.0854913592338562, -0.06397736072540283, 0.009903948581720307)
(0.08800441026687622, -0.06554442644119263, 0.009941777603023894)
(0.08836442232131958, -0.06621032953262329, 0.011447968816220011)
(0.09118211269378662, -0.06497392058372498, 0.010868465842408082)
(0.09110766649246216, -0.06583139300346375, 0.011252413156920021)
(0.09540665149688721, -0.06749078631401062, 0.009397439857157408)
(0.09890639781951904, -0.06974756717681885, 0.00687702716771274)
(0.10056525468826294, -0.06903859972953796, 0.005841254971673343)
(0.10076075792312622, -0.07422181963920593, 0.006187222074576032)
(0.10633409023284912, -0.07951024174690247, 0.007995327375174305)
(0.10754191875457764, -0.0789688229560852, 0.008322143674926452)
(0.11280858516693115, -0.09100478887557983, 0.011253791259334872)
(0.12475568056106567, -0.11116927862167358, 0.012288266652166369)
(0.13943451642990112, -0.14154505729675293, 0.0127821451183045)
(0.15884417295455933, -0.1808129847049713, 0.008896221222687517)
(0.1623070240020752, -0.18286627531051636, 0.012693794864886948)
(0.17683345079421997, -0.21993297338485718, 0.0138006842785868)
(0.18789416551589966, -0.2484530210494995, 0.017291272755866532)
(0.1838078498840332, -0.27856431901454926, 0.022411688547955333)
(0.18416494131088257, -0.2801143527030945, 0.025513011295323323)
(0.14850008487701416, -0.2979187071323395, 0.026797661204799927)
(0.13060039281845093, -0.30256228148937225, 0.035322234387233614)
(0.11706531047821045, -0.30293744802474976, 0.03780007649809089)
(0.09193193912506104, -0.2967326045036316, 0.0450584104202027)
(0.07198017835617065, -0.29706862568855286, 0.04730492035406003)
(0.050559818744659424, -0.28125447034835815, 0.04679733380232154)
(0.023692727088928223, -0.27340906858444214, 0.049105555974775394)
(0.004374146461486816, -0.25609681010246277, 0.050819233797166796)
(-0.01681816577911377, -0.21217572689056396, 0.05147925079592916)
(-0.03585311770439148, -0.17769089341163635, 0.04974567380643824)
(-0.06259319186210632, -0.18131616711616516, 0.05237442837543829)
(-0.08213657140731812, -0.1550968587398529, 0.05212461448757835)
(-0.10224542021751404, -0.13100969791412354, 0.04949106089651853)
(-0.12523368000984192, -0.10729953646659851, 0.04423948080932355)
(-0.13675770163536072, -0.08442914485931396, 0.03866013671690832)
(-0.14911964535713196, -0.0810137689113617, 0.0346671492454024)
(-0.15302258729934692, -0.0865112841129303, 0.03266039605839391)
(-0.14962977170944214, -0.09980815649032593, 0.031246910543215406)
(-0.14507851004600525, -0.12147018313407898, 0.03380239628995943)
(-0.14044082164764404, -0.14809921383857727, 0.03493663123613286)
(-0.13501903414726257, -0.18344613909721375, 0.03397268025720279)
(-0.13148021697998047, -0.21613797545433044, 0.03714599265206847)
(-0.12670308351516724, -0.23777493834495544, 0.04255800054582784)
(-0.13224077224731445, -0.26395174860954285, 0.049070701132618244)
(-0.14150789380073547, -0.2779524624347687, 0.05617597272260799)
(-0.149393230676651, -0.2895810008049011, 0.05858455094344442)
(-0.16149592399597168, -0.2919243723154068, 0.06180068808677097)
(-0.17764076590538025, -0.28855669498443604, 0.060289444844244616)
(-0.19401484727859497, -0.2809310555458069, 0.06253195834039821)
(-0.2109190821647644, -0.2586343586444855, 0.06309658604909651)
(-0.22598958015441895, -0.22584593296051025, 0.06550673093906545)
(-0.2436898648738861, -0.1829809546470642, 0.06501174067589932)
(-0.26495206356048584, -0.1692488193511963, 0.0683185906926346)
(-0.2833292782306671, -0.15771380066871643, 0.06339068024396843)
(-0.29606761038303375, -0.11099043488502502, 0.06313575168423477)
(-0.29636581242084503, -0.058803945779800415, 0.06283606623546714)
